FTHG,FTAG,FTR,HST,AST,HC,AC,B365H,B365D,B365A,HC.1,AC.1,HF,AF,Date,Home_xG,Away_xG,FTR_encoded,FTR_A,FTR_D,FTR_H,ProbH,ProbD,ProbA,ShotDiff,CornerDiff,FoulDiff,xGDiff,Norm_ShotDiff,Norm_CornerDiff,Norm_FoulDiff,Norm_xGDiff
1.836652180963086,1.3930149706945667,H,1.9730193176937634,-0.4444309004253854,1.0635756844945337,-0.24701403910162006,1.53,4.5,6.5,1.0635756844945337,-0.24701403910162006,-0.44704787662133744,0.34850672317837966,2017-08-11,1.1702608611995475,0.33909501165199313,2,0,0,1,0.957773529433356,-0.4063050547621789,-0.9326194787909454,1.5889731078120588,0.8289614639552091,-0.5967814917647327,0.5736114008803853,1.5889731078120588,0.8289614639552092,-0.5967814917647326,0.5736114008803854
-0.4168020394195471,-1.0605472668098366,H,0.45484172569848486,-0.8628757968752031,0.7404352496032317,-0.9610895582512814,2.4,3.3,3.3,0.7404352496032317,-0.9610895582512814,1.2957075752281257,-2.162596140335605,2017-08-12,-0.2429708551088581,-0.9729767375508745,2,0,0,1,-0.1606110565968582,1.116955681271616,-0.14190192680715205,0.8275440105189558,1.0370750827924387,2.613810966639684,0.4175790433747772,0.8275440105189557,1.0370750827924389,2.6138109666396834,0.41757904337477725
1.085500774168875,1.3930149706945667,D,-0.3042470702991544,0.39245889247425,-0.875266924853278,-0.6040517986764508,6.0,4.2,1.62,-0.875266924853278,-0.6040517986764508,1.0052483332532154,-0.767538993938947,2017-08-12,0.6991836224300791,1.7823739357751476,1,0,1,0,-1.362509051135292,-0.08189309208419755,1.5144056630072724,-0.441504484969549,-0.21160663023093954,1.329573983277917,-0.596631280411676,-0.4415044849695489,-0.2116066302309395,1.3295739832779168,-0.5966312804116761
-1.1679534462137582,-1.0605472668098366,D,-1.0633358662967936,-1.6997655897748385,2.3561374240597415,-1.6751650774009428,1.62,4.0,6.5,2.3561374240597415,-1.6751650774009428,-0.15658863464642692,0.6275181524577114,2017-08-12,0.5814143127377118,-1.235391087391448,1,0,1,0,0.8089476918328168,0.1427335249048897,-0.9258979752622088,0.3199246123235539,2.493870414653047,-0.5967814917647327,1.1197246521500142,0.31992461232355385,2.493870414653047,-0.5967814917647326,1.1197246521500142
-1.1679534462137582,0.5751608915264322,A,-1.0633358662967936,-0.025986003975567728,-0.875266924853278,1.895212518347364,11.0,5.5,1.33,-0.875266924853278,1.895212518347364,-1.318425602546069,-0.4885275646596153,2017-08-12,-1.4206639520325295,0.86392371133314,0,1,0,0,-1.7282191338442965,-1.1325527879521504,2.2134522778726335,-0.69531418406725,-1.6684019620915476,-0.5967814917647327,-1.4548092466925213,-0.6953141840672499,-1.6684019620915478,-0.5967814917647326,-1.454809246692521
-1.1679534462137582,1.3930149706945667,A,-0.3042470702991544,0.8109037889240677,2.0329969891684394,1.5381747587725332,1.83,3.6,5.0,2.0329969891684394,1.5381747587725332,-1.0279663605711586,2.3015867281337012,2017-08-12,-0.4785094744935924,0.33909501165199313,0,1,0,0,0.4597569702028081,0.6420721833589103,-0.6857642784706611,-0.69531418406725,0.4127342262807496,-2.523136966807382,-0.5186151016588719,-0.6953141840672499,0.41273422628074974,-2.523136966807382,-0.5186151016588719
0.3343493673746639,1.3930149706945667,A,0.45484172569848486,0.39245889247425,0.7404352496032317,0.11002372047321061,1.25,6.5,15.0,0.7404352496032317,0.11002372047321061,1.5861668172030363,0.06949529389904803,2017-08-12,-0.007432235724123877,-0.8417695626305878,0,1,0,0,1.6914681638452032,-1.6378937412845582,-1.3852910140559709,0.06611491322585294,0.4127342262807496,1.115534486050956,0.4955952221275813,0.06611491322585288,0.41273422628074974,1.1155344860509557,0.4955952221275813
-0.4168020394195471,-1.0605472668098366,H,-0.3042470702991544,-1.2813206933250207,0.09415437982062784,0.8240992396228719,1.7,3.8,5.75,0.09415437982062784,0.8240992396228719,0.7147890912783047,-0.20951613538028363,2017-08-12,-1.0673560229554282,-1.1041839124711612,2,0,0,1,0.6574712456978692,0.3667659302187622,-0.823840819770741,0.5737343114212549,-0.41972024906816924,0.6874554915970338,-0.05051802914204748,0.5737343114212548,-0.4197202490681691,0.6874554915970337,-0.05051802914204732
1.836652180963086,-1.0605472668098366,H,0.45484172569848486,-1.2813206933250207,1.7098565542771373,-1.3181273178261121,1.3,5.75,12.0,1.7098565542771373,-1.3181273178261121,2.457544543127768,-1.0465504232182785,2017-08-13,0.6991836224300791,-0.9729767375508745,2,0,0,1,1.5216111254619318,-1.2844423515364713,-1.29992634001971,1.0813537096166568,1.8695295581413576,2.613810966639684,1.04170847339721,1.0813537096166568,1.8695295581413578,2.6138109666396834,1.04170847339721
-1.1679534462137582,0.5751608915264322,A,-0.683791468297974,0.8109037889240677,-0.22898605507067407,0.8240992396228719,5.5,4.0,1.7,-0.22898605507067407,0.8240992396228719,-1.318425602546069,-0.20951613538028363,2017-08-13,-0.8318174035706939,1.6511667608548608,0,1,0,0,-1.2878765557431031,0.1476246618762476,1.3674516662153084,-0.9491238831649509,-0.627833867905399,-0.8108209889916939,-1.532825425445325,-0.9491238831649509,-0.6278338679053991,-0.8108209889916937,-1.5328254254453253
