Unnamed: 0,FTHG,FTAG,FTR,HST,AST,HC,AC,B365H,B365D,B365A,HC.1,AC.1,HF,AF,B365>2.5,B365<2.5,Date,Home_xG,Away_xG,FTR_encoded,FTR_A,FTR_D,FTR_H,ProbH,ProbD,ProbA,ShotDiff,CornerDiff,FoulDiff,xGDiff,Norm_ShotDiff,Norm_CornerDiff,Norm_FoulDiff,Norm_xGDiff
1104,0,0,D,0,2,3,11,1.91,3.4,4.0,3,11,7,18,,,2017-08-26,0.3,1.1,1,0,1,0,0.4903728275762602,0.2754741472560756,0.23415302516766426,-2,-8,-11,-0.8,-0.6951974716561772,-1.8762005971949716,-2.3087098745345385,-0.8305403823733998
1107,1,1,D,5,3,10,7,1.25,6.5,15.0,10,7,9,9,,,2017-08-27,2.3,0.9,1,0,1,0,0.7839195979899497,0.1507537688442211,0.06532663316582914,2,3,0,1.4,0.3198709111712958,0.4126649465108481,0.045329389844772354,0.8855274501556166
1108,1,1,D,2,2,10,4,2.4,3.1,3.5,10,4,10,9,,,2017-08-27,0.8,1.3,1,0,1,0,0.40651929561633576,0.3147246159610341,0.2787560884226302,0,6,1,-0.5,-0.1876632802424407,1.0369010038851625,0.25933295933380063,-0.5965311324830794
1105,2,0,H,7,0,6,3,1.45,4.5,8.5,6,3,12,7,,,2017-08-27,1.0,0.4,2,0,0,1,0.6698774080560421,0.2158493870402802,0.11427320490367776,7,3,5,0.6,1.5887063897056373,0.4126649465108481,1.1153472372899136,0.2615027837814289
1106,4,0,H,10,0,4,3,2.15,3.7,3.5,4,3,6,9,,,2017-08-27,3.1,0.6,2,0,0,1,0.45550474850510025,0.2646851916989096,0.27981005979599016,10,1,-3,2.5,2.350007676826242,-0.003492425072028173,-0.5966813186223124,1.743561366420125
1109,3,0,H,9,2,10,3,1.36,5.5,9.0,10,3,14,10,,,2017-09-09,2.2,0.6,2,0,0,1,0.7151112395261485,0.17682750650101128,0.10806125397284022,7,7,4,1.6,1.5887063897056373,1.2449796896766006,0.9013436678008854,1.0415336167491638
1110,3,1,H,6,3,2,6,2.7,3.1,3.0,2,6,9,4,,,2017-09-09,0.4,1.0,2,0,0,1,0.3608847497089639,0.31431897555296856,0.3247962747380675,3,-4,5,-0.6,0.573638006878164,-1.0438858540292189,1.1153472372899136,-0.6745342157798528
1111,0,3,A,1,6,7,3,3.8,3.5,2.1,7,3,14,14,,,2017-09-09,0.9,1.8,0,1,0,0,0.2567237163814181,0.2787286063569682,0.4645476772616137,-5,4,0,-0.9,-1.456498758776782,0.6207436323022862,0.045329389844772354,-0.9085434656701734
1112,1,2,A,2,6,2,9,4.75,3.9,1.8,2,9,11,8,,,2017-09-09,1.4,0.8,0,1,0,0,0.2058952925648922,0.2507699076110867,0.5433347998240211,-4,-7,3,0.5999999999999999,-1.2027316630699136,-1.6681219114035333,0.687340098311857,0.26150278378142877
1113,5,0,H,7,3,8,3,1.85,4.0,4.2,8,3,10,9,,,2017-09-09,2.4,0.7,2,0,0,1,0.5254926493587738,0.24304035032843294,0.23146700031279327,4,5,1,1.7,0.8274051025850323,0.8288223180937244,0.25933295933380063,1.1195367000459373
1114,0,2,A,1,3,7,4,1.65,4.0,6.0,7,4,8,11,,,2017-09-09,0.3,0.7,0,1,0,0,0.5925925925925927,0.24444444444444444,0.16296296296296295,-2,3,-3,-0.39999999999999997,-0.6951974716561772,0.4126649465108481,-0.5966813186223124,-0.5185280491863059
1115,2,2,D,5,8,5,11,7.5,4.5,1.5,5,11,10,10,,,2017-09-09,1.2,2.1,1,0,1,0,0.13043478260869565,0.21739130434782608,0.6521739130434783,-3,-6,0,-0.9000000000000001,-0.9489645673630455,-1.4600432256120952,0.045329389844772354,-0.9085434656701734
1116,1,0,H,2,5,3,13,2.3,3.25,3.5,3,13,7,14,,,2017-09-10,0.3,2.0,2,0,0,1,0.4228624535315985,0.2992565055762082,0.2778810408921933,-3,-10,-7,-1.7,-0.9489645673630455,-2.2923579687778477,-1.4526955965784256,-1.5325681320443612
1117,0,1,A,4,8,7,5,2.4,3.25,3.3,7,5,11,15,,,2017-09-10,1.2,1.0,0,1,0,0,0.4055587067498582,0.29948950652297224,0.2949517867271696,-4,2,-4,0.19999999999999996,-1.2027316630699136,0.20458626071940997,-0.8106848881113408,-0.05050954940566507
1118,2,0,H,3,2,10,3,1.95,3.5,4.5,10,3,11,14,,,2017-09-11,1.7,0.4,2,0,0,1,0.5023923444976077,0.2799043062200957,0.21770334928229665,1,7,-3,1.2999999999999998,0.06610381546442758,1.2449796896766006,-0.5966813186223124,0.8075243668588431
1119,2,1,H,3,2,6,4,2.15,3.4,3.8,6,4,5,12,,,2017-09-15,1.2,0.9,2,0,0,1,0.45492957746478874,0.2876760563380282,0.2573943661971831,1,2,-7,0.29999999999999993,0.06610381546442758,0.20458626071940997,-1.4526955965784256,0.027493533891108392
1120,0,1,A,3,4,5,5,3.0,3.3,2.6,5,5,14,13,,,2017-09-16,2.0,1.0,0,1,0,0,0.3264840182648402,0.29680365296803657,0.3767123287671233,-1,0,1,1.0,-0.44143037594930895,-0.2115711108634663,0.25933295933380063,0.5735151169685229
1121,1,1,D,3,1,8,4,3.5,3.4,2.25,8,4,6,6,,,2017-09-16,0.7,1.3,1,0,1,0,0.2789425706472197,0.2871467639015497,0.43391066545123064,2,4,0,-0.6000000000000001,0.3198709111712958,0.6207436323022862,0.045329389844772354,-0.674534215779853
